INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212064247,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-09-09 11:20:00,2021,9,Thursday,11,,"TREMONT ST & PRENTISS ST
ROXBURY  MA 02120
UNITED ",42.33293399891861,-71.09240494335069,"(42.33293399891861, -71.09240494335069)"
212064246,1402,,VANDALISM,B3,465,0,2021-09-09 11:33:00,2021,9,Thursday,11,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212064240,3115,,INVESTIGATE PERSON,D14,804,0,2021-09-08 17:25:00,2021,9,Wednesday,17,,GUEST ST,42.35723474245278,-71.14703266218078,"(42.35723474245278, -71.14703266218078)"
212064233,3207,,PROPERTY - FOUND,B3,432,0,2021-09-09 10:08:00,2021,9,Thursday,10,,MOUNTAIN AVE,42.28399452761596,-71.08524297618185,"(42.28399452761596, -71.08524297618185)"
212064230,3410,,TOWED MOTOR VEHICLE,D14,760,0,2021-09-09 09:42:00,2021,9,Thursday,9,,BEECHCROFT ST,42.35167292753372,-71.16115206083015,"(42.35167292753372, -71.16115206083015)"
212064229,3301,,VERBAL DISPUTE,B3,432,0,2021-09-09 08:44:00,2021,9,Thursday,8,,MOUNTAIN AVE,42.28399452761596,-71.08524297618185,"(42.28399452761596, -71.08524297618185)"
212064226,2647,,THREATS TO DO BODILY HARM,D14,924,0,2021-09-09 00:00:00,2021,9,Thursday,0,,WASHINGTON ST,42.34425778968061,-71.14383620746543,"(42.34425778968061, -71.14383620746543)"
212064221,3115,,INVESTIGATE PERSON,B3,428,0,2021-09-09 08:36:00,2021,9,Thursday,8,,MORTON ST,42.28187060713829,-71.08751151911808,"(42.28187060713829, -71.08751151911808)"
212064216,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,778,0,2021-09-09 08:43:00,2021,9,Thursday,8,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212064215,3301,,VERBAL DISPUTE,B3,439,0,2021-09-09 08:03:00,2021,9,Thursday,8,,CALLENDER ST,42.288167908118936,-71.08760717985115,"(42.288167908118936, -71.08760717985115)"
212064210,3005,,SICK ASSIST,B3, ,0,2021-09-09 07:27:00,2021,9,Thursday,7,,"EVANS ST & CORBET ST
DORCHESTER  MA 02126
UNITED S",42.2816249638568,-71.08319204092508,"(42.2816249638568, -71.08319204092508)"
212064203,3410,,TOWED MOTOR VEHICLE,B3,451,0,2021-09-09 06:21:00,2021,9,Thursday,6,,WHITFIELD ST,42.29346976608963,-71.07512548018379,"(42.29346976608963, -71.07512548018379)"
212064202,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D14, ,0,2021-09-09 05:57:00,2021,9,Thursday,5,,"PARSONS ST & FANEUIL ST
BRIGHTON  MA 02135
UNITED ",42.35532797887358,-71.15615204696574,"(42.35532797887358, -71.15615204696574)"
212064201,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-09-08 20:00:00,2021,9,Wednesday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212064196,724,,AUTO THEFT,B2, ,0,2021-09-08 20:36:00,2021,9,Wednesday,20,,"BLUE HILL AVE & CLIFFORD ST
ROXBURY  MA 02119
UNIT",42.31904095915661,-71.07775399146878,"(42.31904095915661, -71.07775399146878)"
212064192,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,261,0,2021-09-09 01:29:00,2021,9,Thursday,1,,BROOKFORD ST,42.318132332871706,-71.07470605454681,"(42.318132332871706, -71.07470605454681)"
212064191,3114,,INVESTIGATE PROPERTY,B2, ,1,2021-09-09 00:41:00,2021,9,Thursday,0,,"ALBION ST & CLIFTON ST
ROXBURY  MA 02119
UNITED ST",42.32230300549018,-71.07048902576781,"(42.32230300549018, -71.07048902576781)"
212064189,3114,,INVESTIGATE PROPERTY,B2,306,0,2021-09-09 03:40:00,2021,9,Thursday,3,,WALNUT AVE,42.31791503067983,-71.09113686676423,"(42.31791503067983, -71.09113686676423)"
212064187,3114,,INVESTIGATE PROPERTY,B2, ,0,2021-09-09 02:17:00,2021,9,Thursday,2,,HOMESTEAD ST,42.31127725586286,-71.08909334113278,"(42.31127725586286, -71.08909334113278)"
212064184,3114,,INVESTIGATE PROPERTY,B3,434,1,2021-09-09 01:16:00,2021,9,Thursday,1,,NORFOLK ST,42.28457982579951,-71.08083309740765,"(42.28457982579951, -71.08083309740765)"
212064183,2610,,TRESPASSING,D14,808,0,2021-09-09 02:10:00,2021,9,Thursday,2,,LINCOLN ST,42.35779133459541,-71.13937053369868,"(42.35779133459541, -71.13937053369868)"
212064178,801,,ASSAULT - SIMPLE,D14,796,0,2021-09-09 00:53:00,2021,9,Thursday,0,,COMMONWEALTH AVE,42.35073963164991,-71.13047909410511,"(42.35073963164991, -71.13047909410511)"
212064172,1402,,VANDALISM,B2,320,0,2021-09-08 23:17:00,2021,9,Wednesday,23,,GEORGIA ST,42.31039012253831,-71.08530210081958,"(42.31039012253831, -71.08530210081958)"
212064170,3410,,TOWED MOTOR VEHICLE,B2,316,0,2021-09-08 23:56:00,2021,9,Wednesday,23,,SEAVER ST,42.312750307068974,-71.0938873579778,"(42.312750307068974, -71.0938873579778)"
212064169,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14,791,0,2021-09-09 00:05:00,2021,9,Thursday,0,,"ALLSTON ST & WASHINGTON ST
BRIGHTON  MA 02135
UNIT",42.34319602565696,-71.14192404489454,"(42.34319602565696, -71.14192404489454)"
212064164,3115,,INVESTIGATE PERSON,B3,472,0,2021-09-08 22:53:00,2021,9,Wednesday,22,,BLUE HILL AVE,42.273862249600946,-71.0936953868841,"(42.273862249600946, -71.0936953868841)"
212064162,423,,ASSAULT - AGGRAVATED,B3,466,1,2021-09-08 22:26:00,2021,9,Wednesday,22,,OUTLOOK RD,42.28245514360683,-71.09448768365134,"(42.28245514360683, -71.09448768365134)"
212064159,1402,,VANDALISM,D14,778,0,2021-09-04 00:00:00,2021,9,Saturday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212064156,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,324,0,2021-09-08 22:01:00,2021,9,Wednesday,22,,BLUE HILL AVE,42.31803027296137,-71.07787471733593,"(42.31803027296137, -71.07787471733593)"
212064154,3115,,INVESTIGATE PERSON,B2,320,0,2021-09-08 21:43:00,2021,9,Wednesday,21,,GEORGIA ST,42.31039012253831,-71.08530210081958,"(42.31039012253831, -71.08530210081958)"
212064147,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,463,0,2021-09-08 21:51:00,2021,9,Wednesday,21,,FRANKLIN HILL AVE,42.29558506587588,-71.0915803792111,"(42.29558506587588, -71.0915803792111)"
212064146,2905,,VAL - VIOLATION OF AUTO LAW,B2,316,0,2021-09-08 21:23:00,2021,9,Wednesday,21,,SEAVER,0,0,"(0, 0)"
212064143,3301,,VERBAL DISPUTE,B2,330,0,2021-09-08 20:42:00,2021,9,Wednesday,20,,NORMANDY ST,42.30637520444956,-71.08254142641931,"(42.30637520444956, -71.08254142641931)"
212064134,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-09-08 19:29:00,2021,9,Wednesday,19,,"BLUE HILL AVE & WARREN ST
DORCHESTER  MA 02121
UNI",42.30952502096375,-71.08261803437945,"(42.30952502096375, -71.08261803437945)"
212064131,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,265,0,2021-09-08 19:14:00,2021,9,Wednesday,19,,ALASKA ST,42.32104359830533,-71.07865896628789,"(42.32104359830533, -71.07865896628789)"
212064125,3005,,SICK ASSIST,B3,428,0,2021-09-08 19:14:00,2021,9,Wednesday,19,,WOOLSON ST,42.28081212599721,-71.08855769606829,"(42.28081212599721, -71.08855769606829)"
212064120,3115,,INVESTIGATE PERSON,B3,465,0,2021-09-08 19:43:00,2021,9,Wednesday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212064118,3115,,INVESTIGATE PERSON,B3,465,0,2021-09-08 19:42:00,2021,9,Wednesday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212064117,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,441,0,2021-09-08 19:26:00,2021,9,Wednesday,19,,"NIGHTINGALE ST & WALES ST
DORCHESTER  MA 02124
UNI",42.29512197908036,-71.0840220384424,"(42.29512197908036, -71.0840220384424)"
212064114,1402,,VANDALISM,B3,434,0,2021-09-08 19:14:00,2021,9,Wednesday,19,,NORFOLK ST,42.284062201754466,-71.08170838797426,"(42.284062201754466, -71.08170838797426)"
212064110,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,280,0,2021-09-08 18:49:00,2021,9,Wednesday,18,,DUDLEY ST,42.328631716777394,-71.08309898723691,"(42.328631716777394, -71.08309898723691)"
212064109,3301,,VERBAL DISPUTE,B2,329,0,2021-09-08 18:59:00,2021,9,Wednesday,18,,DEVON ST,42.30812618751114,-71.07692973888375,"(42.30812618751114, -71.07692973888375)"
212064099,3801,,M/V ACCIDENT - OTHER,B3,464,0,2021-09-08 18:06:00,2021,9,Wednesday,18,,BLUE HILL AVE,42.289239145236515,-71.08994340371329,"(42.289239145236515, -71.08994340371329)"
212064095,3115,,INVESTIGATE PERSON,D14,794,0,2021-09-08 17:15:00,2021,9,Wednesday,17,,GLENVILLE AVE,42.349004572543784,-71.1364996220963,"(42.349004572543784, -71.1364996220963)"
212064094,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D14,784,0,2021-09-08 17:34:00,2021,9,Wednesday,17,,CAMBRIDGE STREET,0,0,"(0, 0)"
212064092,3115,,INVESTIGATE PERSON,B2,904,0,2021-09-08 16:15:00,2021,9,Wednesday,16,,BETHUNE WAY,42.32987782573652,-71.08020542919563,"(42.32987782573652, -71.08020542919563)"
212064077,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,2021-08-29 10:30:00,2021,8,Sunday,10,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212064075,613,,LARCENY SHOPLIFTING,B3,476,0,2021-09-08 17:43:00,2021,9,Wednesday,17,,BLUE HILL AVE,42.26994731617787,-71.09380307519207,"(42.26994731617787, -71.09380307519207)"
212064069,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,808,0,2021-09-06 16:47:00,2021,9,Monday,16,,S WAVERLY ST,42.35864131441939,-71.14253295042315,"(42.35864131441939, -71.14253295042315)"
212064062,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B2,587,0,2021-09-08 15:26:00,2021,9,Wednesday,15,,TREMONT ST,42.33153508595695,-71.09534648213821,"(42.33153508595695, -71.09534648213821)"
212064060,3115,,INVESTIGATE PERSON,B3,428,0,2021-09-08 16:59:00,2021,9,Wednesday,16,,MORTON ST,42.28187060713829,-71.08751151911808,"(42.28187060713829, -71.08751151911808)"
212064059,3006,,SICK/INJURED/MEDICAL - PERSON,D14,755,0,2021-09-08 16:12:00,2021,9,Wednesday,16,,WASHINGTON ST,42.28962238473601,-71.07141942540562,"(42.28962238473601, -71.07141942540562)"
212064057,3112,,LANDLORD - TENANT,B3,445,0,2021-09-08 16:21:00,2021,9,Wednesday,16,,YORK ST,42.29955614222812,-71.0807376722913,"(42.29955614222812, -71.0807376722913)"
212064051,2905,,VAL - VIOLATION OF AUTO LAW,B2,292,0,2021-09-08 13:15:00,2021,9,Wednesday,13,,MILLMONT ST,42.327828890143856,-71.0911560181498,"(42.327828890143856, -71.0911560181498)"
212064046,3114,,INVESTIGATE PROPERTY,D14,794,0,2021-09-08 14:51:00,2021,9,Wednesday,14,,QUINT AVE,42.35194779908586,-71.13410791394102,"(42.35194779908586, -71.13410791394102)"
212064045,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,329,0,2021-09-08 14:56:00,2021,9,Wednesday,14,,BLUE HILL AVE,42.311098848729834,-71.08135829119799,"(42.311098848729834, -71.08135829119799)"
212064044,3005,,SICK ASSIST,B2, ,0,2021-09-08 14:58:00,2021,9,Wednesday,14,,WARREN ST,42.315875628225506,-71.08310526400454,"(42.315875628225506, -71.08310526400454)"
212064039,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-09-08 14:55:00,2021,9,Wednesday,14,,"HOMESTEAD ST & HUMBOLDT AVE
ROXBURY  MA 02121
UNIT",42.3119050297141,-71.09049499893938,"(42.3119050297141, -71.09049499893938)"
212064038,3170,,INTIMIDATING WITNESS,B2,281,0,2021-09-08 15:00:00,2021,9,Wednesday,15,,MOUNT PLEASANT AVE,42.32819458321523,-71.07933429485394,"(42.32819458321523, -71.07933429485394)"
212064037,3115,,INVESTIGATE PERSON,D14,797,0,2021-08-27 00:00:00,2021,8,Friday,0,,COMMONWEALTH AVE,42.351705713874026,-71.11989955508469,"(42.351705713874026, -71.11989955508469)"
212064036,3005,,SICK ASSIST,B2,920,0,2021-09-08 14:08:00,2021,9,Wednesday,14,,ELM HILL AVE,42.308017338561,-71.08870712241816,"(42.308017338561, -71.08870712241816)"
212064032,3115,,INVESTIGATE PERSON,B3,426,0,2021-09-08 13:26:00,2021,9,Wednesday,13,,RIVER ST,42.26956689298912,-71.09075049266373,"(42.26956689298912, -71.09075049266373)"
212064025,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,289,1,2021-09-08 14:21:00,2021,9,Wednesday,14,,SCHROEDER PLZ,42.33367921810846,-71.09187754618458,"(42.33367921810846, -71.09187754618458)"
212064009,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,312,0,2021-09-08 13:22:00,2021,9,Wednesday,13,,TOWNSEND ST,42.31788176047197,-71.08911975066073,"(42.31788176047197, -71.08911975066073)"
212064006,613,,LARCENY SHOPLIFTING,D14,763,0,2021-09-08 12:14:00,2021,9,Wednesday,12,,WASHINGTON ST,42.34910075676797,-71.15612390368563,"(42.34910075676797, -71.15612390368563)"
212064004,423,,ASSAULT - AGGRAVATED,B2, ,0,2021-09-08 12:35:00,2021,9,Wednesday,12,,"ACADEMY RD & ACADEMY CT
ROXBURY  MA 02119
UNITED S",42.32061200473086,-71.09786995458728,"(42.32061200473086, -71.09786995458728)"
212063998,301,,ROBBERY,B2,603,0,2021-09-08 12:07:00,2021,9,Wednesday,12,,TREMONT ST,42.3338068325205,-71.10377843024641,"(42.3338068325205, -71.10377843024641)"
212063996,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2021-09-03 00:00:00,2021,9,Friday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063994,3115,,INVESTIGATE PERSON,D14,784,0,2021-09-08 11:49:00,2021,9,Wednesday,11,,CAMBRIDGE ST,42.34996240307132,-71.14762530579942,"(42.34996240307132, -71.14762530579942)"
212063992,423,,ASSAULT - AGGRAVATED,B2,282,0,2021-09-08 12:30:00,2021,9,Wednesday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063990,3006,,SICK/INJURED/MEDICAL - PERSON,D14,803,0,2021-09-08 12:33:00,2021,9,Wednesday,12,,DENBY RD,42.35542031631827,-71.1348489206777,"(42.35542031631827, -71.1348489206777)"
212063986,3115,,INVESTIGATE PERSON,B2,282,0,2021-09-08 08:55:00,2021,9,Wednesday,8,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063984,3410,,TOWED MOTOR VEHICLE,D14, ,0,2021-09-08 11:40:00,2021,9,Wednesday,11,,LINCOLN ST,42.35779133459541,-71.13937053369868,"(42.35779133459541, -71.13937053369868)"
212063983,619,,LARCENY ALL OTHERS,D14, ,0,2021-09-08 12:10:00,2021,9,Wednesday,12,,"ARLINGTON ST & MARKET ST
BRIGHTON  MA 02135
UNITED",42.35164101696862,-71.15192701774635,"(42.35164101696862, -71.15192701774635)"
212063982,423,,ASSAULT - AGGRAVATED,B3,406,0,2021-09-08 12:13:00,2021,9,Wednesday,12,,RIVER ST,42.27130225372019,-71.07442361965835,"(42.27130225372019, -71.07442361965835)"
212063972,1402,,VANDALISM,B3,463,0,2021-09-08 11:32:00,2021,9,Wednesday,11,,BLUE HILL AVE,42.29733659702027,-71.087296041594,"(42.29733659702027, -71.087296041594)"
212063970,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2021-08-31 00:00:00,2021,8,Tuesday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063968,3501,,MISSING PERSON,B3,469,0,2021-09-08 10:31:00,2021,9,Wednesday,10,,ALMONT ST,42.27666319050698,-71.09757172978328,"(42.27666319050698, -71.09757172978328)"
212063966,617,,LARCENY THEFT FROM BUILDING,B2,282,0,2021-09-08 10:45:00,2021,9,Wednesday,10,,WARREN ST,42.32823418485796,-71.08328981032231,"(42.32823418485796, -71.08328981032231)"
212063962,801,,ASSAULT - SIMPLE,D14,778,0,2021-09-08 08:00:00,2021,9,Wednesday,8,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063961,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-09-07 11:40:00,2021,9,Tuesday,11,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063956,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,421,0,2021-09-08 11:02:00,2021,9,Wednesday,11,,MORTON VILLAGE DR,42.280243521200596,-71.08481509241136,"(42.280243521200596, -71.08481509241136)"
212063954,3803,,M/V ACCIDENT - PERSONAL INJURY,D14, ,0,2021-09-08 10:52:00,2021,9,Wednesday,10,,"WASHINGTON ST & COREY RD
BRIGHTON  MA 02135
UNITED",42.342399011770055,-71.1404279797603,"(42.342399011770055, -71.1404279797603)"
212063952,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-09-08 09:27:00,2021,9,Wednesday,9,,"BURNEY ST & TREMONT ST
ROXBURY  MA 02120
UNITED ST",42.33228497598485,-71.09931905546716,"(42.33228497598485, -71.09931905546716)"
212063949,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,282,0,2021-08-11 12:00:00,2021,8,Wednesday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063943,3501,,MISSING PERSON,B3,465,0,2021-09-07 03:00:00,2021,9,Tuesday,3,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063932,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2021-09-07 00:00:00,2021,9,Tuesday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063930,3410,,TOWED MOTOR VEHICLE,D14,752,0,2021-09-08 08:30:00,2021,9,Wednesday,8,,LANGLEY RD,42.349367175205124,-71.16554187543495,"(42.349367175205124, -71.16554187543495)"
212063929,3115,,INVESTIGATE PERSON,B2,282,0,2021-08-31 12:00:00,2021,8,Tuesday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063916,3301,,VERBAL DISPUTE,B2,920,0,2021-09-08 08:30:00,2021,9,Wednesday,8,,ELM HILL AVE,42.308017338561,-71.08870712241816,"(42.308017338561, -71.08870712241816)"
212063914,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,0,2021-09-08 08:14:00,2021,9,Wednesday,8,,"PIERPONT RD & GLEN LN
DORCHESTER  MA 02121
UNITED ",42.306030963558335,-71.09507398750284,"(42.306030963558335, -71.09507398750284)"
212063899,3301,,VERBAL DISPUTE,B2,263,0,2021-09-08 06:00:00,2021,9,Wednesday,6,,DUDLEY ST,42.32488222333777,-71.07475862224486,"(42.32488222333777, -71.07475862224486)"
212063894,423,,ASSAULT - AGGRAVATED,B3,436,1,2021-09-08 02:37:00,2021,9,Wednesday,2,,WITHINGTON ST,42.287842284860204,-71.07263065530475,"(42.287842284860204, -71.07263065530475)"
212063892,3115,,INVESTIGATE PERSON,B2,282,0,2021-09-08 00:00:00,2021,9,Wednesday,0,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063886,2610,,TRESPASSING,D14,808,0,2021-09-08 01:28:00,2021,9,Wednesday,1,,LINCOLN ST,42.35779133459541,-71.13937053369868,"(42.35779133459541, -71.13937053369868)"
212063884,3001,,DEATH INVESTIGATION,B2,237,0,2021-09-08 01:27:00,2021,9,Wednesday,1,,HUMPHREYS ST,42.32094567663666,-71.06543923850563,"(42.32094567663666, -71.06543923850563)"
212063880,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2021-09-08 00:57:00,2021,9,Wednesday,0,,"ALLERTON ST & POMPEII ST
ROXBURY  MA 02119
UNITED ",42.32918398990851,-71.0711210588794,"(42.32918398990851, -71.0711210588794)"
212063879,3801,,M/V ACCIDENT - OTHER,B3,459,0,2021-09-07 23:17:00,2021,9,Tuesday,23,,WASHINGTON ST,42.305117911595325,-71.08019087629083,"(42.305117911595325, -71.08019087629083)"
212063878,3108,,FIRE REPORT,D14,768,0,2021-09-07 23:50:00,2021,9,Tuesday,23,,VINELAND ST,42.35757825893844,-71.15084361443337,"(42.35757825893844, -71.15084361443337)"
212063876,619,,LARCENY ALL OTHERS,D14,784,0,2021-09-07 22:15:00,2021,9,Tuesday,22,,COMMONWEALTH AVE,42.348227413057316,-71.14075262166958,"(42.348227413057316, -71.14075262166958)"
212063872,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D14,768,0,2021-09-08 00:05:00,2021,9,Wednesday,0,,VINELAND ST,42.35757825893844,-71.15084361443337,"(42.35757825893844, -71.15084361443337)"
212063870,2662,,BALLISTICS EVIDENCE/FOUND,B2,181,1,2021-09-07 23:35:00,2021,9,Tuesday,23,,GEORGE ST,42.32576899275444,-71.07245871216831,"(42.32576899275444, -71.07245871216831)"
212063869,3005,,SICK ASSIST,D14,796,0,2021-09-07 23:29:00,2021,9,Tuesday,23,,COMMONWEALTH AVE,42.35186740533659,-71.12290572085581,"(42.35186740533659, -71.12290572085581)"
212063867,3006,,SICK/INJURED/MEDICAL - PERSON,D14,808,0,2021-09-07 22:39:00,2021,9,Tuesday,22,,BENSON ST,42.35925152148402,-71.14064054714956,"(42.35925152148402, -71.14064054714956)"
212063851,520,,BURGLARY - RESIDENTIAL,D14,799,0,2021-09-03 21:42:00,2021,9,Friday,21,,ASHFORD CT,42.35437653431005,-71.12611161673719,"(42.35437653431005, -71.12611161673719)"
212063849,724,,AUTO THEFT,D14,796,0,2021-09-07 21:45:00,2021,9,Tuesday,21,,HARVARD AVE,42.35085371116755,-71.13125747198826,"(42.35085371116755, -71.13125747198826)"
212063847,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,446,0,2021-09-07 19:50:00,2021,9,Tuesday,19,,MILLET ST,42.296461277198986,-71.07764876163465,"(42.296461277198986, -71.07764876163465)"
212063845,3005,,SICK ASSIST,D14,802,0,2021-09-07 21:39:00,2021,9,Tuesday,21,,HARVARD AVE,42.35375411047925,-71.13225621209905,"(42.35375411047925, -71.13225621209905)"
212063842,3005,,SICK ASSIST,B2,238,0,2021-09-07 20:18:00,2021,9,Tuesday,20,,BELDEN ST,42.31889773117231,-71.06525526618212,"(42.31889773117231, -71.06525526618212)"
212063839,3114,,INVESTIGATE PROPERTY,B2,586,0,2021-09-06 18:00:00,2021,9,Monday,18,,ALLEGHANY ST,42.33056976709614,-71.0995908942997,"(42.33056976709614, -71.0995908942997)"
212063837,3114,,INVESTIGATE PROPERTY,B2,586,0,2021-09-06 18:00:00,2021,9,Monday,18,,ALLEGHANY ST,42.33056976709614,-71.0995908942997,"(42.33056976709614, -71.0995908942997)"
212000208,3007,,SUDDEN DEATH,B3,469,0,2021-01-01 20:40:00,2021,1,Friday,20,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
212063835,619,,LARCENY ALL OTHERS,B3,465,0,2021-09-07 21:22:00,2021,9,Tuesday,21,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063831,3805,,M/V ACCIDENT - POLICE VEHICLE,B2,282,0,2021-09-07 21:05:00,2021,9,Tuesday,21,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063826,3115,,INVESTIGATE PERSON,B3,465,0,2021-09-07 20:46:00,2021,9,Tuesday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063822,3005,,SICK ASSIST,B3,430,0,2021-09-07 20:05:00,2021,9,Tuesday,20,,WOODROW AVE,42.285760841425144,-71.09030348679698,"(42.285760841425144, -71.09030348679698)"
212063800,2905,,VAL - VIOLATION OF AUTO LAW,D14, ,0,2021-09-07 18:38:00,2021,9,Tuesday,18,,"WESTERN AVE & N. HARVARD ST
BOSTON  MA 02134
UNITE",42.36315997846932,-71.12975004475851,"(42.36315997846932, -71.12975004475851)"
212063798,423,,ASSAULT - AGGRAVATED,B3,469,0,2021-09-07 19:20:00,2021,9,Tuesday,19,,TENNIS RD,42.27615691256162,-71.0955030303829,"(42.27615691256162, -71.0955030303829)"
212063797,3005,,SICK ASSIST,B2,321,0,2021-09-07 15:56:00,2021,9,Tuesday,15,,WARREN ST,42.31250552000736,-71.08314735218174,"(42.31250552000736, -71.08314735218174)"
212063794,3501,,MISSING PERSON,B2,282,0,2021-09-07 19:31:00,2021,9,Tuesday,19,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063791,619,,LARCENY ALL OTHERS,B2,282,0,2021-09-01 14:54:00,2021,9,Wednesday,14,,WASHINGTON STREET,0,0,"(0, 0)"
212063789,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-09-06 11:00:00,2021,9,Monday,11,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063787,3205,,M/V PLATES - LOST,B3,431,0,2021-09-07 18:51:00,2021,9,Tuesday,18,,CALLENDER ST,42.288558174251826,-71.08839469987562,"(42.288558174251826, -71.08839469987562)"
212063776,801,,ASSAULT - SIMPLE,B2,282,0,2021-09-07 17:45:00,2021,9,Tuesday,17,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063771,3006,,SICK/INJURED/MEDICAL - PERSON,D14,773,0,2021-09-07 17:05:00,2021,9,Tuesday,17,,PORTINA RD,42.342539860321146,-71.1565998009597,"(42.342539860321146, -71.1565998009597)"
212063769,3501,,MISSING PERSON,B3,442,0,2021-09-07 04:28:00,2021,9,Tuesday,4,,TALBOT AVE,42.293382827988424,-71.08277624959193,"(42.293382827988424, -71.08277624959193)"
212063768,3410,,TOWED MOTOR VEHICLE,B2,324,0,2021-09-07 17:00:00,2021,9,Tuesday,17,,DEWEY ST,42.3165238073235,-71.0752875578182,"(42.3165238073235, -71.0752875578182)"
